BN-2011-7407039,2011-01-01,1,835,1
AZ-2011-9050313,2011-01-03,2,960,2
AZ-2011-6674300,2011-01-04,3,116,2
BN-2011-2819714,2011-01-04,4,857,2
AZ-2011-617423,2011-01-05,5,97,3
AZ-2011-2918397,2011-01-07,6,376,3
BN-2011-3248724,2011-01-08,7,297,2
AZ-2011-4827146,2011-01-11,8,8,2
AZ-2011-6439906,2011-01-11,2,815,2
AZ-2011-6712797,2011-01-11,9,611,2
AZ-2011-7053593,2011-01-11,10,982,4
AZ-2011-2222024,2011-01-12,11,954,3
AZ-2011-5702370,2011-01-12,12,452,2
AZ-2011-9927716,2011-01-12,13,918,2
BN-2011-2807470,2011-01-13,14,839,2
BN-2011-4913858,2011-01-13,15,715,2
AZ-2011-5960662,2011-01-14,16,8,2
AZ-2011-7675351,2011-01-15,17,450,1
BN-2011-3770060,2011-01-17,18,29,2
AZ-2011-1816950,2011-01-18,19,31,1
AZ-2011-7419210,2011-01-18,20,821,3
AZ-2011-3059419,2011-01-19,21,624,3
AZ-2011-5342265,2011-01-19,22,650,3
AZ-2011-2002251,2011-01-20,23,272,2
AZ-2011-5357101,2011-01-21,24,466,2
AZ-2011-2245674,2011-01-22,25,15,2
AZ-2011-8034411,2011-01-22,26,665,2
AZ-2011-6684426,2011-01-24,27,644,1
BN-2011-7883641,2011-01-24,28,586,3
AZ-2011-4205736,2011-01-25,29,503,2
AZ-2011-5010109,2011-01-25,30,206,2
AZ-2011-201891,2011-01-26,31,807,2
AZ-2011-5708655,2011-01-26,32,731,2
BN-2011-6722454,2011-01-26,33,740,2
BN-2011-486854,2011-01-28,34,370,2
AZ-2011-2825684,2011-02-01,35,489,2
AZ-2011-494581,2011-02-01,36,593,2
AZ-2011-4614904,2011-02-02,37,824,3
AZ-2011-4696725,2011-02-02,38,923,3
AZ-2011-4987681,2011-02-02,39,758,1
AZ-2011-7043718,2011-02-02,40,783,1
AZ-2011-838467,2011-02-02,41,534,3
BN-2011-2468159,2011-02-02,42,50,2
BN-2011-9336144,2011-02-02,43,425,4
BN-2011-7087921,2011-02-03,44,837,1
AZ-2011-6835828,2011-02-04,2,385,2
AZ-2011-2397035,2011-02-07,45,305,2
AZ-2011-9421435,2011-02-07,46,375,2
AZ-2011-2956456,2011-02-08,47,666,2
AZ-2011-2606042,2011-02-09,48,435,4
AZ-2011-5195846,2011-02-09,49,706,2
AZ-2011-9107304,2011-02-09,50,783,2
AZ-2011-5676694,2011-02-10,51,802,2
AZ-2011-7255147,2011-02-10,52,840,2
AZ-2011-819110,2011-02-10,53,380,2
BN-2011-3032749,2011-02-10,54,448,4
AZ-2011-6048331,2011-02-14,55,819,1
BN-2011-408191,2011-02-15,56,758,2
BN-2011-493873,2011-02-15,57,709,2
BN-2011-307477,2011-02-16,58,290,1
AZ-2011-2939440,2011-02-18,59,471,1
AZ-2011-8122214,2011-02-18,41,123,2
AZ-2011-9155070,2011-02-18,60,234,2
AZ-2011-2270958,2011-02-21,61,622,2
BN-2011-555099,2011-02-21,62,847,2
AZ-2011-6186921,2011-02-22,63,234,1
AZ-2011-8091357,2011-02-22,64,658,2
BN-2011-5307099,2011-02-22,65,546,2
BN-2011-8574171,2011-02-23,66,607,2
AZ-2011-8279503,2011-02-24,67,24,2
BN-2011-3728079,2011-02-26,68,705,2
AZ-2011-1410648,2011-03-01,69,607,2
AZ-2011-2777408,2011-03-01,70,467,1
AZ-2011-4069925,2011-03-01,71,42,2
AZ-2011-496083,2011-03-01,72,426,2
AZ-2011-7903656,2011-03-01,73,891,2
AZ-2011-8074602,2011-03-01,37,426,2
AZ-2011-6969006,2011-03-03,74,597,2
AZ-2011-5822789,2011-03-07,75,234,3
AZ-2011-7677596,2011-03-08,76,397,2
AZ-2011-3190941,2011-03-09,77,807,3
AZ-2011-1278696,2011-03-10,78,878,2
AZ-2011-5422408,2011-03-10,79,407,4
AZ-2011-9147715,2011-03-10,80,954,2
AZ-2011-3714764,2011-03-11,81,79,2
AZ-2011-8295770,2011-03-11,82,426,3
AZ-2011-4612792,2011-03-12,83,38,2
AZ-2011-7682838,2011-03-12,84,840,2
AZ-2011-5265250,2011-03-14,85,331,1
AZ-2011-6222257,2011-03-14,86,468,3
AZ-2011-823697,2011-03-14,87,535,1
AZ-2011-9700826,2011-03-14,88,426,2
BN-2011-1399750,2011-03-15,89,923,4
AZ-2011-254910,2011-03-16,90,554,2
AZ-2011-8252363,2011-03-17,91,532,2
AZ-2011-1584987,2011-03-18,92,380,2
AZ-2011-4707711,2011-03-18,93,229,3
AZ-2011-1916360,2011-03-21,94,638,1
AZ-2011-2169445,2011-03-21,95,645,3
AZ-2011-7024596,2011-03-21,96,840,2
AZ-2011-7499604,2011-03-21,97,733,2
BN-2011-7253620,2011-03-21,66,676,2
AZ-2011-6314494,2011-03-22,98,415,1
AZ-2011-3556179,2011-03-23,99,461,2
AZ-2011-8308381,2011-03-24,100,279,3
AZ-2011-5004051,2011-03-25,101,954,1
AZ-2011-8738856,2011-03-25,102,981,3
AZ-2011-9505872,2011-03-25,103,421,1
BN-2011-8211228,2011-03-25,104,692,1
AZ-2011-5185285,2011-03-26,105,281,3
BN-2011-9474783,2011-03-26,106,847,2
AZ-2011-4565223,2011-03-28,107,667,2
BN-2011-6425274,2011-03-28,108,534,2
AZ-2011-8743509,2011-03-29,109,490,3
BN-2011-2502895,2011-03-29,110,448,2
AZ-2011-8369879,2011-03-30,111,514,2
AZ-2011-5463300,2011-03-31,112,842,2
AZ-2011-8060803,2011-03-31,113,934,2
BN-2011-2967562,2011-03-31,73,839,2
AZ-2011-8060550,2011-04-01,114,671,3
BN-2011-6893107,2011-04-01,96,607,3
AZ-2011-7089649,2011-04-04,39,342,2
AZ-2011-7659767,2011-04-04,115,114,3
AZ-2011-9409671,2011-04-04,95,991,2
AZ-2011-3089735,2011-04-05,115,376,2
AZ-2011-3293357,2011-04-06,116,284,2
AZ-2011-5817638,2011-04-06,117,842,2
AZ-2011-2762983,2011-04-07,29,481,1
AZ-2011-7072417,2011-04-07,118,194,2
BN-2011-5443120,2011-04-09,119,738,1
AZ-2011-107716,2011-04-11,120,380,2
AZ-2011-3885003,2011-04-11,121,468,1
AZ-2011-4173505,2011-04-12,122,771,1
BN-2011-6178410,2011-04-12,123,833,3
AZ-2011-122598,2011-04-14,124,478,3
AZ-2011-1546153,2011-04-14,125,880,2
AZ-2011-231889,2011-04-15,123,220,1
BN-2011-7646735,2011-04-16,126,678,2
AZ-2011-3304186,2011-04-18,127,557,1
AZ-2011-9598217,2011-04-18,128,433,2
BN-2011-1677989,2011-04-18,88,181,2
AZ-2011-332801,2011-04-19,129,110,2
AZ-2011-4613853,2011-04-19,130,74,1
AZ-2011-6557147,2011-04-20,131,431,2
AZ-2011-804486,2011-04-20,132,925,2
BN-2011-5751868,2011-04-20,133,546,2
AZ-2011-252578,2011-04-21,134,820,2
AZ-2011-643323,2011-04-22,135,251,2
BN-2011-2002150,2011-04-25,136,717,2
AZ-2011-1362591,2011-04-26,137,478,2
AZ-2011-5690380,2011-04-26,138,901,2
BN-2011-5290627,2011-04-26,139,622,2
BN-2011-7884993,2011-04-26,10,234,4
AZ-2011-5098375,2011-04-27,140,790,2
AZ-2011-8844789,2011-04-27,31,343,2
BN-2011-357064,2011-04-27,141,682,2
BN-2011-5672017,2011-04-27,142,41,2
AZ-2011-4159708,2011-04-28,143,348,2
AZ-2011-1372644,2011-04-29,144,842,2
AZ-2011-2564570,2011-04-29,53,666,2
AZ-2011-3114201,2011-04-29,145,351,2
AZ-2011-5801302,2011-04-29,146,9,3
AZ-2011-6133674,2011-04-29,147,588,2
AZ-2011-7804688,2011-04-29,148,323,2
AZ-2011-1672552,2011-05-02,149,498,2
AZ-2011-7732593,2011-05-02,150,239,2
AZ-2011-3348631,2011-05-03,151,432,1
AZ-2011-6807336,2011-05-04,152,411,2
AZ-2011-6843566,2011-05-04,153,505,2
AZ-2011-7976569,2011-05-04,154,923,2
AZ-2011-821395,2011-05-04,14,421,1
AZ-2011-9958697,2011-05-04,25,415,2
AZ-2011-6172786,2011-05-05,155,8,2
BN-2011-8990099,2011-05-05,79,540,2
AZ-2011-3973701,2011-05-06,156,977,3
AZ-2011-5289752,2011-05-07,157,801,1
BN-2011-4790136,2011-05-07,158,698,1
BN-2011-7286308,2011-05-09,159,743,3
BN-2011-827720,2011-05-09,160,835,2
AZ-2011-2112563,2011-05-10,161,163,2
AZ-2011-7847155,2011-05-10,162,886,2
BN-2011-8234232,2011-05-10,163,835,1
BN-2011-8749099,2011-05-10,164,783,4
BN-2011-1627157,2011-05-11,11,678,1
AZ-2011-6296469,2011-05-12,165,724,2
BN-2011-7737747,2011-05-12,166,64,3
AZ-2011-6532640,2011-05-13,167,646,1
AZ-2011-7005483,2011-05-13,168,273,2
AZ-2011-2189408,2011-05-15,169,226,1
BN-2011-815729,2011-05-16,170,546,2
AZ-2011-9083887,2011-05-17,171,622,2
AZ-2011-1366554,2011-05-18,172,151,4
AZ-2011-3434177,2011-05-18,173,8,2
AZ-2011-7326281,2011-05-18,174,426,2
BN-2011-5141814,2011-05-18,97,639,2
AZ-2011-309750,2011-05-19,175,781,2
AZ-2011-6212291,2011-05-19,176,136,1
AZ-2011-1474073,2011-05-21,4,607,2
BN-2011-553410,2011-05-21,177,690,1
BN-2011-5294325,2011-05-25,67,582,2
AZ-2011-3247022,2011-05-26,178,923,2
AZ-2011-8742773,2011-05-26,179,344,3
AZ-2011-8973571,2011-05-26,180,945,2
AZ-2011-2598415,2011-05-27,74,508,3
AZ-2011-4835209,2011-05-27,181,433,2
BN-2011-602308,2011-05-27,140,835,3
AZ-2011-5869323,2011-05-28,182,926,2
BN-2011-6162681,2011-05-30,183,82,3
BN-2011-764592,2011-05-31,184,607,2
AZ-2011-1655349,2011-06-01,185,176,2
AZ-2011-1723003,2011-06-01,99,783,2
AZ-2011-2820672,2011-06-01,186,103,2
AZ-2011-3515834,2011-06-01,187,981,3
AZ-2011-3846849,2011-06-01,188,974,1
AZ-2011-5002447,2011-06-01,174,545,2
AZ-2011-1332474,2011-06-02,189,622,2
AZ-2011-3020021,2011-06-02,190,923,2
BN-2011-8337636,2011-06-02,191,683,1
BN-2011-9771202,2011-06-02,73,415,1
BN-2011-4249147,2011-06-03,192,56,2
AZ-2011-6122805,2011-06-04,193,991,2
BN-2011-7796258,2011-06-04,194,448,2
AZ-2011-2179552,2011-06-06,195,923,2
AZ-2011-2948812,2011-06-06,196,108,3
AZ-2011-7014445,2011-06-06,197,8,3
AZ-2011-8121091,2011-06-06,198,472,1
AZ-2011-8223268,2011-06-06,199,380,3
AZ-2011-9876342,2011-06-06,200,877,2
BN-2011-9297999,2011-06-06,201,546,2
AZ-2011-2118516,2011-06-07,202,937,2
AZ-2011-3308302,2011-06-07,203,340,1
AZ-2011-4599404,2011-06-07,204,959,2
AZ-2011-4872140,2011-06-07,205,405,2
AZ-2011-7200468,2011-06-07,206,234,2
AZ-2011-981373,2011-06-07,207,178,2
BN-2011-28993,2011-06-07,208,984,3
BN-2011-4708578,2011-06-07,209,648,2
AZ-2011-1240916,2011-06-08,210,13,3
AZ-2011-1584049,2011-06-08,211,794,2
AZ-2011-2143841,2011-06-08,33,426,2
AZ-2011-2875746,2011-06-08,199,871,2
AZ-2011-1116129,2011-06-09,212,421,1
AZ-2011-5917724,2011-06-09,213,511,4
AZ-2011-8788804,2011-06-09,214,405,2
BN-2011-2203231,2011-06-09,215,297,1
BN-2011-8607391,2011-06-09,216,315,3
AZ-2011-1174243,2011-06-10,155,923,3
BN-2011-1694636,2011-06-10,217,320,3
BN-2011-4315830,2011-06-10,218,601,2
AZ-2011-4087409,2011-06-11,219,8,3
AZ-2011-8128618,2011-06-11,220,622,4
AZ-2011-555801,2011-06-13,221,275,1
AZ-2011-8824972,2011-06-13,222,9,3
AZ-2011-9119536,2011-06-13,223,672,2
AZ-2011-9350558,2011-06-13,224,115,2
AZ-2011-1335871,2011-06-14,1,923,2
AZ-2011-4229445,2011-06-14,225,861,2
AZ-2011-6646927,2011-06-14,124,416,1
AZ-2011-5228035,2011-06-15,226,8,3
AZ-2011-96343,2011-06-15,227,826,3
BN-2011-7723992,2011-06-15,131,234,2
AZ-2011-1253407,2011-06-16,228,32,3
AZ-2011-310635,2011-06-16,204,972,2
AZ-2011-6268545,2011-06-16,229,601,3
AZ-2011-7695869,2011-06-16,230,923,1
BN-2011-5228628,2011-06-16,231,960,1
AZ-2011-6819869,2011-06-17,232,75,3
AZ-2011-8734686,2011-06-17,233,82,2
BN-2011-2650591,2011-06-17,234,206,2
BN-2011-3154402,2011-06-17,235,839,2
BN-2011-8274717,2011-06-17,236,983,3
AZ-2011-8968615,2011-06-18,149,8,2
AZ-2011-9703855,2011-06-18,237,774,2
BN-2011-5897988,2011-06-18,225,816,1
AZ-2011-9528187,2011-06-20,238,930,2
AZ-2011-9747557,2011-06-20,239,672,2
BN-2011-2779245,2011-06-20,240,293,2
AZ-2011-9777525,2011-06-21,241,979,2
AZ-2011-209146,2011-06-22,241,646,2
AZ-2011-4946550,2011-06-22,33,8,3
AZ-2011-7162549,2011-06-22,242,504,2
AZ-2011-7543304,2011-06-22,243,524,2
AZ-2011-9153342,2011-06-22,244,488,1
BN-2011-9883465,2011-06-22,245,711,1
AZ-2011-8847796,2011-06-24,246,807,2
AZ-2011-9194903,2011-06-24,170,376,2
BN-2011-151204,2011-06-24,127,399,2
BN-2011-3243410,2011-06-24,247,686,2
BN-2011-7016974,2011-06-25,248,835,2
AZ-2011-177100,2011-06-27,249,620,2
AZ-2011-2627856,2011-06-27,250,806,2
AZ-2011-2884922,2011-06-27,38,111,2
AZ-2011-3901505,2011-06-27,96,76,2
AZ-2011-3921026,2011-06-27,248,387,2
AZ-2011-4442288,2011-06-27,251,442,4
AZ-2011-635398,2011-06-27,211,8,1
BN-2011-3143758,2011-06-27,252,646,2
AZ-2011-1260928,2011-06-28,253,759,2
AZ-2011-5082038,2011-06-28,243,60,3
AZ-2011-5827692,2011-06-28,254,992,2
AZ-2011-6447932,2011-06-28,255,783,2
AZ-2011-7652463,2011-06-28,256,426,2
BN-2011-1481332,2011-06-28,149,923,2
AZ-2011-2389500,2011-06-29,257,234,2
BN-2011-8231931,2011-06-29,258,923,2
AZ-2011-1722024,2011-07-01,109,878,3
BN-2011-9985747,2011-07-02,259,546,3
AZ-2011-1773848,2011-07-06,260,486,2
AZ-2011-8945919,2011-07-06,39,65,2
AZ-2011-9520720,2011-07-06,261,949,4
AZ-2011-5663696,2011-07-07,262,412,2
AZ-2011-6053355,2011-07-08,263,198,1
AZ-2011-8727445,2011-07-08,264,433,2
AZ-2011-6011646,2011-07-09,237,273,2
AZ-2011-800016,2011-07-09,162,6,2
AZ-2011-597829,2011-07-11,265,451,2
AZ-2011-5420037,2011-07-12,37,428,2
AZ-2011-7412293,2011-07-12,211,511,1
AZ-2011-7586957,2011-07-12,266,645,2
BN-2011-2207137,2011-07-12,110,857,2
AZ-2011-2201547,2011-07-13,267,855,2
AZ-2011-9195433,2011-07-14,268,771,2
BN-2011-6142692,2011-07-14,257,923,3
AZ-2011-9806635,2011-07-16,269,8,1
AZ-2011-1693949,2011-07-18,270,883,2
AZ-2011-4743912,2011-07-18,271,130,2
AZ-2011-7849219,2011-07-20,272,39,4
BN-2011-2343184,2011-07-20,273,849,1
BN-2011-5006178,2011-07-21,133,546,1
AZ-2011-3252710,2011-07-22,274,906,1
BN-2011-9020794,2011-07-24,275,744,3
AZ-2011-9278870,2011-07-26,276,410,2
AZ-2011-2831492,2011-07-27,277,658,1
AZ-2011-3976238,2011-07-27,278,65,2
AZ-2011-9510405,2011-07-27,128,789,2
BN-2011-1490641,2011-07-27,279,611,3
BN-2011-326585,2011-07-27,180,558,1
AZ-2011-1603295,2011-07-28,280,317,2
BN-2011-743949,2011-07-28,145,720,2
AZ-2011-1362199,2011-07-29,281,534,2
AZ-2011-4432302,2011-07-29,282,459,1
BN-2011-5036253,2011-07-29,234,954,3
AZ-2011-1029887,2011-07-31,283,535,1
AZ-2011-5148757,2011-07-31,151,9,2
AZ-2011-1680940,2011-08-01,146,163,2
AZ-2011-5466756,2011-08-01,214,500,1
AZ-2011-882043,2011-08-02,284,67,2
AZ-2011-1536006,2011-08-03,285,62,2
AZ-2011-2148580,2011-08-03,286,423,1
AZ-2011-65889,2011-08-03,263,74,2
AZ-2011-7833524,2011-08-03,251,912,2
BN-2011-3572647,2011-08-03,132,426,1
AZ-2011-7007630,2011-08-04,287,538,1
AZ-2011-8748429,2011-08-04,24,848,2
AZ-2011-8761469,2011-08-04,163,361,1
AZ-2011-5097391,2011-08-05,237,840,1
AZ-2011-6288321,2011-08-05,287,472,3
AZ-2011-8072611,2011-08-05,288,5,2
BN-2011-4396152,2011-08-05,68,715,2
AZ-2011-4764378,2011-08-06,230,124,2
AZ-2011-130330,2011-08-07,33,8,3
AZ-2011-3117259,2011-08-08,289,182,1
AZ-2011-6535299,2011-08-08,290,175,2
AZ-2011-1916555,2011-08-09,291,552,3
AZ-2011-3182961,2011-08-09,285,415,3
AZ-2011-3223139,2011-08-09,292,234,3
AZ-2011-3227418,2011-08-09,36,435,2
AZ-2011-3674097,2011-08-09,293,904,2
AZ-2011-4802355,2011-08-09,294,825,2
AZ-2011-5482172,2011-08-09,295,393,2
AZ-2011-5517169,2011-08-09,296,463,1
AZ-2011-7868957,2011-08-09,258,147,3
AZ-2011-1499597,2011-08-10,297,653,1
AZ-2011-5059692,2011-08-10,298,923,2
AZ-2011-2273790,2011-08-11,299,586,3
AZ-2011-5526022,2011-08-11,300,531,1
AZ-2011-5707449,2011-08-11,301,593,2
AZ-2011-6919505,2011-08-11,302,442,3
AZ-2011-2750871,2011-08-12,303,8,2
AZ-2011-7845997,2011-08-12,304,923,3
AZ-2011-8207490,2011-08-12,214,793,3
AZ-2011-8338326,2011-08-12,266,966,2
BN-2011-377186,2011-08-12,18,618,2
AZ-2011-1902971,2011-08-15,229,861,4
AZ-2011-7732849,2011-08-15,64,671,1
AZ-2011-7944653,2011-08-15,305,433,2
AZ-2011-921935,2011-08-15,42,460,1
AZ-2011-9316144,2011-08-15,26,937,3
AZ-2011-9715464,2011-08-15,306,929,4
AZ-2011-7213826,2011-08-16,123,903,2
AZ-2011-8275005,2011-08-16,271,426,2
AZ-2011-9172584,2011-08-16,307,792,3
AZ-2011-9357982,2011-08-16,197,472,2
AZ-2011-2851167,2011-08-17,308,807,2
BN-2011-2476139,2011-08-17,267,679,2
AZ-2011-2369759,2011-08-18,309,923,1
AZ-2011-5965584,2011-08-18,14,162,2
AZ-2011-7873401,2011-08-18,310,472,1
BN-2011-1246931,2011-08-18,311,923,2
BN-2011-74934,2011-08-18,312,678,2
AZ-2011-8032051,2011-08-19,313,807,1
AZ-2011-145488,2011-08-21,211,228,4
AZ-2011-6634822,2011-08-21,269,807,4
BN-2011-980083,2011-08-21,314,845,2
AZ-2011-1645475,2011-08-22,315,866,1
AZ-2011-5471262,2011-08-23,316,51,1
AZ-2011-8007862,2011-08-23,317,320,2
AZ-2011-9167855,2011-08-23,318,923,2
BN-2011-2986565,2011-08-23,319,690,2
AZ-2011-2748688,2011-08-24,161,909,2
AZ-2011-7181024,2011-08-24,320,289,2
BN-2011-251096,2011-08-24,321,659,4
BN-2011-7963759,2011-08-24,322,637,2
AZ-2011-2223205,2011-08-25,323,360,4
AZ-2011-2536125,2011-08-25,324,568,2
AZ-2011-2847355,2011-08-25,325,397,4
AZ-2011-3535148,2011-08-25,326,995,2
AZ-2011-5040391,2011-08-25,327,382,2
BN-2011-1973226,2011-08-25,132,720,3
AZ-2011-3930237,2011-08-26,328,949,1
AZ-2011-4704797,2011-08-26,329,800,2
AZ-2011-512368,2011-08-26,330,410,2
AZ-2011-7404693,2011-08-26,329,326,1
AZ-2011-8709949,2011-08-26,331,258,4
AZ-2011-1322840,2011-08-27,314,648,2
AZ-2011-3213049,2011-08-27,332,557,1
AZ-2011-6296214,2011-08-27,333,38,2
AZ-2011-8164175,2011-08-27,325,433,2
BN-2011-4950607,2011-08-29,41,546,3
BN-2011-7569474,2011-08-29,181,676,3
AZ-2011-3937280,2011-08-30,95,674,1
AZ-2011-9722198,2011-08-30,334,875,2
BN-2011-2113749,2011-08-30,194,546,2
BN-2011-8431343,2011-08-30,291,393,2
AZ-2011-5263190,2011-08-31,332,521,2
AZ-2011-8906544,2011-08-31,98,493,2
AZ-2011-8361446,2011-09-01,335,909,3
